part	man	module
09 30 048 0540	HARTING Technology Group	Harting Technology Group_Rohs
09 30 216 0803	HARTING Technology Group	Harting Technology Group_Rohs
09 30 516 0420	HARTING Technology Group	Harting Technology Group_Rohs
09 30 716 0301	HARTING Technology Group	Harting Technology Group_Rohs
09 30 716 0731	HARTING Technology Group	Harting Technology Group_Rohs
09 31 000 6102	HARTING Technology Group	Harting Technology Group_Rohs
09 31 000 6103	HARTING Technology Group	Harting Technology Group_Rohs
09 31 000 6201	HARTING Technology Group	Harting Technology Group_Rohs
09 31 000 6202	HARTING Technology Group	Harting Technology Group_Rohs
09 31 000 6203	HARTING Technology Group	Harting Technology Group_Rohs
09 31 006 3001	HARTING Technology Group	Harting Technology Group_Rohs
09 31 006 3101	HARTING Technology Group	Harting Technology Group_Rohs
09 32 240 3001	HARTING Technology Group	Harting Technology Group_Rohs
09 33 000 9803	HARTING Technology Group	Harting Technology Group_Rohs
09 33 000 9927	HARTING Technology Group	Harting Technology Group_Rohs
09 33 000 9980	HARTING Technology Group	Harting Technology Group_Rohs
09 33 006 2648	HARTING Technology Group	Harting Technology Group_Rohs
09 33 010 2716	HARTING Technology Group	Harting Technology Group_Rohs
09 33 010 2772	HARTING Technology Group	Harting Technology Group_Rohs
09 33 010 4625	HARTING Technology Group	Harting Technology Group_Rohs
09 33 010 4735	HARTING Technology Group	Harting Technology Group_Rohs
09 33 016 2672	HARTING Technology Group	Harting Technology Group_Rohs
09 33 200 6115	HARTING Technology Group	Harting Technology Group_Rohs
09 33 206 2748	HARTING Technology Group	Harting Technology Group_Rohs
09 33 210 2748	HARTING Technology Group	Harting Technology Group_Rohs
09 35 002 2102 333	HARTING Technology Group	Harting Technology Group_Rohs
09 35 002 5413	HARTING Technology Group	Harting Technology Group_Rohs
09 35 225 0311	HARTING Technology Group	Harting Technology Group_Rohs
09 35 234 0421	HARTING Technology Group	Harting Technology Group_Rohs
09 35 242 0333	HARTING Technology Group	Harting Technology Group_Rohs
09 37 016 0271	HARTING Technology Group	Harting Technology Group_Rohs
09 38 012 2601	HARTING Technology Group	Harting Technology Group_Rohs
09 39 010 0310	HARTING Technology Group	Harting Technology Group_Rohs
09 40 000 9811	HARTING Technology Group	Harting Technology Group_Rohs
09 40 000 9812	HARTING Technology Group	Harting Technology Group_Rohs
09 40 000 9906	HARTING Technology Group	Harting Technology Group_Rohs
09 40 000 9907	HARTING Technology Group	Harting Technology Group_Rohs
09 40 016 0812	HARTING Technology Group	Harting Technology Group_Rohs
09 40 048 9909	HARTING Technology Group	Harting Technology Group_Rohs
09 45 100 1560	HARTING Technology Group	Harting Technology Group_Rohs
09 45 125 1100	HARTING Technology Group	Harting Technology Group_Rohs
09 45 145 1561	HARTING Technology Group	Harting Technology Group_Rohs
09 45 151 1140	HARTING Technology Group	Harting Technology Group_Rohs
09 45 151 1142	HARTING Technology Group	Harting Technology Group_Rohs
09 45 151 1561	HARTING Technology Group	Harting Technology Group_Rohs
09 45 151 1570	HARTING Technology Group	Harting Technology Group_Rohs
09 45 151 1571	HARTING Technology Group	Harting Technology Group_Rohs
09 45 445 2940	HARTING Technology Group	Harting Technology Group_Rohs
09 45 445 2942	HARTING Technology Group	Harting Technology Group_Rohs
09 45 445 2943	HARTING Technology Group	Harting Technology Group_Rohs
09 45 445 2945	HARTING Technology Group	Harting Technology Group_Rohs
09 45 445 4902	HARTING Technology Group	Harting Technology Group_Rohs
09 45 452 1001	HARTING Technology Group	Harting Technology Group_Rohs
09 45 452 1512	HARTING Technology Group	Harting Technology Group_Rohs
09 45 452 1974	HARTING Technology Group	Harting Technology Group_Rohs
09 45 541 1902	HARTING Technology Group	Harting Technology Group_Rohs
09 45 541 1906	HARTING Technology Group	Harting Technology Group_Rohs
09 45 595 0031	HARTING Technology Group	Harting Technology Group_Rohs
09 45 600 0102 0200	HARTING Technology Group	Harting Technology Group_Rohs
09 45 600 1221	HARTING Technology Group	Harting Technology Group_Rohs
09 45 700 1186	HARTING Technology Group	Harting Technology Group_Rohs
09 45 701 1115	HARTING Technology Group	Harting Technology Group_Rohs
09 45 701 1116	HARTING Technology Group	Harting Technology Group_Rohs
09 45 701 1511	HARTING Technology Group	Harting Technology Group_Rohs
09 45 701 1512	HARTING Technology Group	Harting Technology Group_Rohs
09 45 715 1105	HARTING Technology Group	Harting Technology Group_Rohs
09 45 771 0162	HARTING Technology Group	Harting Technology Group_Rohs
09 45 771 0174	HARTING Technology Group	Harting Technology Group_Rohs
09 45 771 0176	HARTING Technology Group	Harting Technology Group_Rohs
09 45 771 1158	HARTING Technology Group	Harting Technology Group_Rohs
09 45 771 1159	HARTING Technology Group	Harting Technology Group_Rohs
09 45 771 1160	HARTING Technology Group	Harting Technology Group_Rohs
09 45 771 1181	HARTING Technology Group	Harting Technology Group_Rohs
09 45 771 1182	HARTING Technology Group	Harting Technology Group_Rohs
09 45 840 0006	HARTING Technology Group	Harting Technology Group_Rohs
09 45 840 0008	HARTING Technology Group	Harting Technology Group_Rohs
09 45 840 0022	HARTING Technology Group	Harting Technology Group_Rohs
09 45 845 0019	HARTING Technology Group	Harting Technology Group_Rohs
09 45 850 0002	HARTING Technology Group	Harting Technology Group_Rohs
09 45 971 1101	HARTING Technology Group	Harting Technology Group_Rohs
09 45 971 1103	HARTING Technology Group	Harting Technology Group_Rohs
09 45 971 1120	HARTING Technology Group	Harting Technology Group_Rohs
09 46 145 3420	HARTING Technology Group	Harting Technology Group_Rohs
09 47 030 4031	HARTING Technology Group	Harting Technology Group_Rohs
09 47 030 4034	HARTING Technology Group	Harting Technology Group_Rohs
09 47 030 4035	HARTING Technology Group	Harting Technology Group_Rohs
09 47 030 4036	HARTING Technology Group	Harting Technology Group_Rohs
09 47 030 4069	HARTING Technology Group	Harting Technology Group_Rohs
09 47 040 0071	HARTING Technology Group	Harting Technology Group_Rohs
09 47 050 2023	HARTING Technology Group	Harting Technology Group_Rohs
09 47 050 2025	HARTING Technology Group	Harting Technology Group_Rohs
09 47 050 2047	HARTING Technology Group	Harting Technology Group_Rohs
09 47 050 2052	HARTING Technology Group	Harting Technology Group_Rohs
09 47 050 2091	HARTING Technology Group	Harting Technology Group_Rohs
09 47 050 5024	HARTING Technology Group	Harting Technology Group_Rohs
09 47 050 5047	HARTING Technology Group	Harting Technology Group_Rohs
09 47 050 5049	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4031	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4032	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4038	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4044	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4086	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4099	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4100	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4101	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4103	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4105	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4106	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4108	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4116	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4117	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4122	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4136	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4137	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4138	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4139	HARTING Technology Group	Harting Technology Group_Rohs
09 47 343 4140	HARTING Technology Group	Harting Technology Group_Rohs
09 48 222 2011 170	HARTING Technology Group	Harting Technology Group_Rohs
09 48 222 2011 180	HARTING Technology Group	Harting Technology Group_Rohs
09 48 222 2011 210	HARTING Technology Group	Harting Technology Group_Rohs
09 48 222 2011 280	HARTING Technology Group	Harting Technology Group_Rohs
09 48 222 2011 290	HARTING Technology Group	Harting Technology Group_Rohs
09 48 222 2011 320	HARTING Technology Group	Harting Technology Group_Rohs
09 48 228 0011 010	HARTING Technology Group	Harting Technology Group_Rohs
09 48 228 0011 015	HARTING Technology Group	Harting Technology Group_Rohs
09 48 228 0011 020	HARTING Technology Group	Harting Technology Group_Rohs
09 48 228 0011 050	HARTING Technology Group	Harting Technology Group_Rohs
09 48 228 0011 075	HARTING Technology Group	Harting Technology Group_Rohs
09 48 228 0011 090	HARTING Technology Group	Harting Technology Group_Rohs
09 48 228 0011 100	HARTING Technology Group	Harting Technology Group_Rohs
09 48 284 7756 050	HARTING Technology Group	Harting Technology Group_Rohs
09 48 474 7743 010	HARTING Technology Group	Harting Technology Group_Rohs
09 48 474 7743 020	HARTING Technology Group	Harting Technology Group_Rohs
09 48 474 7743 040	HARTING Technology Group	Harting Technology Group_Rohs
09 48 474 7743 050	HARTING Technology Group	Harting Technology Group_Rohs
09 48 474 7743 150	HARTING Technology Group	Harting Technology Group_Rohs
09 48 474 7743 300	HARTING Technology Group	Harting Technology Group_Rohs
09 48 474 7756 008	HARTING Technology Group	Harting Technology Group_Rohs
09 48 474 7756 080	HARTING Technology Group	Harting Technology Group_Rohs
09 48 858 5745 200	HARTING Technology Group	Harting Technology Group_Rohs
09 48 858 7585 050	HARTING Technology Group	Harting Technology Group_Rohs
09 51 521 0001	HARTING Technology Group	Harting Technology Group_Rohs
09 55 129 78 21 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 155 76 11 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 155 76 12 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 156 6611 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 156 6612 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 156 7622 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 166 6811 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 166 6815 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 166 7815 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 255 66 11 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 256 3616741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 266 6812 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 269 78 12 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 329 68 21 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 329 78 12 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 356 6620 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 415 6612 741	HARTING Technology Group	Harting Technology Group_Rohs
09 55 429 68 12 741	HARTING Technology Group	Harting Technology Group_Rohs
09 56 152 7613	HARTING Technology Group	Harting Technology Group_Rohs
09 56 200 4715 050	HARTING Technology Group	Harting Technology Group_Rohs
09 56 261 5700	HARTING Technology Group	Harting Technology Group_Rohs
09 56 351 5500	HARTING Technology Group	Harting Technology Group_Rohs
09 56 351 7513	HARTING Technology Group	Harting Technology Group_Rohs
09 56 352 5613	HARTING Technology Group	Harting Technology Group_Rohs
09 56 400 5604	HARTING Technology Group	Harting Technology Group_Rohs
09 56 451 5512	HARTING Technology Group	Harting Technology Group_Rohs
09 56 462 5812	HARTING Technology Group	Harting Technology Group_Rohs
09 57 467 0004 000	HARTING Technology Group	Harting Technology Group_Rohs
09 57 467 0005 000	HARTING Technology Group	Harting Technology Group_Rohs
09 64 111 7217	HARTING Technology Group	Harting Technology Group_Rohs
09 64 121 7230	HARTING Technology Group	Harting Technology Group_Rohs
09 64 122 7235	HARTING Technology Group	Harting Technology Group_Rohs
09 64 211 7230	HARTING Technology Group	Harting Technology Group_Rohs
09 64 222 7230	HARTING Technology Group	Harting Technology Group_Rohs
09 64 222 7245	HARTING Technology Group	Harting Technology Group_Rohs
09 64 311 7217	HARTING Technology Group	Harting Technology Group_Rohs
09 64 311 7237	HARTING Technology Group	Harting Technology Group_Rohs
09 64 312 7245	HARTING Technology Group	Harting Technology Group_Rohs
09 65 122 6801	HARTING Technology Group	Harting Technology Group_Rohs
09 65 122 7803	HARTING Technology Group	Harting Technology Group_Rohs
09 65 123 7803	HARTING Technology Group	Harting Technology Group_Rohs
09 65 162 6810	HARTING Technology Group	Harting Technology Group_Rohs
09 65 162 6813	HARTING Technology Group	Harting Technology Group_Rohs
09 65 162 7817	HARTING Technology Group	Harting Technology Group_Rohs
09 65 163 7813	HARTING Technology Group	Harting Technology Group_Rohs
09 65 189 6783 741	HARTING Technology Group	Harting Technology Group_Rohs
09 65 221 6703	HARTING Technology Group	Harting Technology Group_Rohs
09 65 223 7801	HARTING Technology Group	Harting Technology Group_Rohs
09 65 262 6813	HARTING Technology Group	Harting Technology Group_Rohs
09 65 266 6812	HARTING Technology Group	Harting Technology Group_Rohs
09 65 269 6712	HARTING Technology Group	Harting Technology Group_Rohs
09 65 269 6713	HARTING Technology Group	Harting Technology Group_Rohs
09 65 269 7713	HARTING Technology Group	Harting Technology Group_Rohs
09 65 321 7703	HARTING Technology Group	Harting Technology Group_Rohs
09 65 322 6801	HARTING Technology Group	Harting Technology Group_Rohs
09 65 322 7801	HARTING Technology Group	Harting Technology Group_Rohs
09 65 361 6711	HARTING Technology Group	Harting Technology Group_Rohs
09 65 361 7711	HARTING Technology Group	Harting Technology Group_Rohs
09 65 361 7712	HARTING Technology Group	Harting Technology Group_Rohs
09 65 363 7812	HARTING Technology Group	Harting Technology Group_Rohs
09 65 366 6812	HARTING Technology Group	Harting Technology Group_Rohs
09 65 366 6816	HARTING Technology Group	Harting Technology Group_Rohs
09 65 462 7811	HARTING Technology Group	Harting Technology Group_Rohs
09 65 462 7816	HARTING Technology Group	Harting Technology Group_Rohs
09 65 466 6812	HARTING Technology Group	Harting Technology Group_Rohs
09 65 466 6813	HARTING Technology Group	Harting Technology Group_Rohs
09 65 469 7712	HARTING Technology Group	Harting Technology Group_Rohs
09 6503 100 08	Franz Binder GmbH & Co. Elektrische Bauelemente KG	Binder
09 6519 100 12	Franz Binder GmbH & Co. Elektrische Bauelemente KG	Binder
09 66 113 7602	HARTING Technology Group	Harting Technology Group_Rohs
09 66 115 7503	HARTING Technology Group	Harting Technology Group_Rohs
09 66 121 6703	HARTING Technology Group	Harting Technology Group_Rohs
09 66 152 6610	HARTING Technology Group	Harting Technology Group_Rohs
09 66 152 7610	HARTING Technology Group	Harting Technology Group_Rohs
09 66 152 7616	HARTING Technology Group	Harting Technology Group_Rohs
09 66 153 6611	HARTING Technology Group	Harting Technology Group_Rohs
09 66 153 6612	HARTING Technology Group	Harting Technology Group_Rohs
09 66 155 7511	HARTING Technology Group	Harting Technology Group_Rohs
09 66 155 7513	HARTING Technology Group	Harting Technology Group_Rohs
09 66 156 6615	HARTING Technology Group	Harting Technology Group_Rohs
09 66 156 6616	HARTING Technology Group	Harting Technology Group_Rohs
09 66 156 7613	HARTING Technology Group	Harting Technology Group_Rohs
09 66 157 6612	HARTING Technology Group	Harting Technology Group_Rohs
09 66 157 7611	HARTING Technology Group	Harting Technology Group_Rohs
09 66 163 7812	HARTING Technology Group	Harting Technology Group_Rohs
09 66 163 7813	HARTING Technology Group	Harting Technology Group_Rohs
09 66 211 7501	HARTING Technology Group	Harting Technology Group_Rohs
09 66 211 7502	HARTING Technology Group	Harting Technology Group_Rohs
09 66 212 6602	HARTING Technology Group	Harting Technology Group_Rohs
09 66 213 6601	HARTING Technology Group	Harting Technology Group_Rohs
09 66 213 7601	HARTING Technology Group	Harting Technology Group_Rohs
09 66 218 6502	HARTING Technology Group	Harting Technology Group_Rohs
09 66 221 6701	HARTING Technology Group	Harting Technology Group_Rohs
09 66 221 6702	HARTING Technology Group	Harting Technology Group_Rohs
09 66 222 6801	HARTING Technology Group	Harting Technology Group_Rohs
09 66 228 6702	HARTING Technology Group	Harting Technology Group_Rohs
09 66 251 7511	HARTING Technology Group	Harting Technology Group_Rohs
09 66 252 6615	HARTING Technology Group	Harting Technology Group_Rohs
09 66 252 7611	HARTING Technology Group	Harting Technology Group_Rohs
09 66 255 6513	HARTING Technology Group	Harting Technology Group_Rohs
09 66 262 6811	HARTING Technology Group	Harting Technology Group_Rohs
09 66 262 6812	HARTING Technology Group	Harting Technology Group_Rohs
09 66 262 6816	HARTING Technology Group	Harting Technology Group_Rohs
09 66 312 6600	HARTING Technology Group	Harting Technology Group_Rohs
09 66 312 6601	HARTING Technology Group	Harting Technology Group_Rohs
09 66 312 7601	HARTING Technology Group	Harting Technology Group_Rohs
09 66 322 7803	HARTING Technology Group	Harting Technology Group_Rohs
09 66 353 6612	HARTING Technology Group	Harting Technology Group_Rohs
09 66 362 6812	HARTING Technology Group	Harting Technology Group_Rohs
09 66 362 7813	HARTING Technology Group	Harting Technology Group_Rohs
09 66 363 6813	HARTING Technology Group	Harting Technology Group_Rohs
09 66 363 7811	HARTING Technology Group	Harting Technology Group_Rohs
09 66 412 6600	HARTING Technology Group	Harting Technology Group_Rohs
09 66 413 7602	HARTING Technology Group	Harting Technology Group_Rohs
09 66 415 6501	HARTING Technology Group	Harting Technology Group_Rohs
09 66 421 7701	HARTING Technology Group	Harting Technology Group_Rohs
09 66 421 7702	HARTING Technology Group	Harting Technology Group_Rohs
09 66 422 6801	HARTING Technology Group	Harting Technology Group_Rohs
09 66 452 6610	HARTING Technology Group	Harting Technology Group_Rohs
09 66 453 6612	HARTING Technology Group	Harting Technology Group_Rohs
09 66 462 6813	HARTING Technology Group	Harting Technology Group_Rohs
09 66 511 7503	HARTING Technology Group	Harting Technology Group_Rohs
09 66 521 6703	HARTING Technology Group	Harting Technology Group_Rohs
09 66 521 7703	HARTING Technology Group	Harting Technology Group_Rohs
09 66 562 6812	HARTING Technology Group	Harting Technology Group_Rohs
09 66 562 7812	HARTING Technology Group	Harting Technology Group_Rohs
09 66 563 6813	HARTING Technology Group	Harting Technology Group_Rohs
09 67 000 5676	HARTING Technology Group	Harting Technology Group_Rohs
09 67 000 8267	HARTING Technology Group	Harting Technology Group_Rohs
09 67 000 8276	HARTING Technology Group	Harting Technology Group_Rohs
09 67 000 9915	HARTING Technology Group	Harting Technology Group_Rohs
09 67 002 9050	HARTING Technology Group	Harting Technology Group_Rohs
09 67 002 9061	HARTING Technology Group	Harting Technology Group_Rohs
09 67 009 0605	HARTING Technology Group	Harting Technology Group_Rohs
09 67 009 1715	HARTING Technology Group	Harting Technology Group_Rohs
09 67 015 0484	HARTING Technology Group	Harting Technology Group_Rohs
09 67 015 0613	HARTING Technology Group	Harting Technology Group_Rohs
09 67 015 0614	HARTING Technology Group	Harting Technology Group_Rohs
09 67 015 0711	HARTING Technology Group	Harting Technology Group_Rohs
